2022-09-20 08:00:20.344 [INFO]  -  主程序启动完成...
2022-09-20 08:35:12.771 [INFO]  -  主程序关闭...
2022-09-20 11:44:31.951 [INFO]  -  主程序启动完成...
2022-09-20 11:45:07.128 [INFO]  -  用户名: user0登录成功！
2022-09-20 11:49:37.957 [INFO]  -  主程序关闭...
2022-09-20 14:06:07.840 [INFO]  -  主程序启动完成...
2022-09-20 14:06:18.771 [INFO]  -  用户名: user0登录成功！
QString::arg: Argument missing: x:362,y:290 | r:331,g:288,b:0, 0
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
2022-09-20 17:41:48.077 [INFO]  -  项目方案单个流程执行一次...
2022-09-20 17:44:56.672 [INFO]  -  主程序启动完成...
2022-09-20 17:45:06.233 [INFO]  -  用户名: user0登录成功！
2022-09-20 20:01:37.381 [INFO]  -  主程序启动完成...
2022-09-20 20:01:45.796 [INFO]  -  用户名: user0登录成功！
2022-09-20 20:05:08.773 [INFO]  -  主程序启动完成...
2022-09-20 20:05:24.383 [INFO]  -  用户名: user0登录成功！
2022-09-20 20:06:03.678 [INFO]  -  项目方案单个流程执行一次...
2022-09-20 20:09:30.136 [INFO]  -  主程序关闭...
2022-09-20 20:10:02.620 [INFO]  -  主程序启动完成...
2022-09-20 20:10:09.323 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:10:22.428 [INFO]  -  用户名: user0登录成功！
2022-09-20 20:13:34.246 [INFO]  -  主程序启动完成...
2022-09-20 20:13:50.533 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:14:43.871 [INFO]  -  主程序启动完成...
2022-09-20 20:14:47.246 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:15:46.881 [INFO]  -  主程序启动完成...
2022-09-20 20:15:50.403 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:23:53.018 [INFO]  -  主程序启动完成...
2022-09-20 20:23:56.151 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:24:48.823 [INFO]  -  主程序启动完成...
2022-09-20 20:24:52.031 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:27:59.395 [INFO]  -  主程序启动完成...
2022-09-20 20:28:05.400 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:29:42.377 [INFO]  -  主程序启动完成...
2022-09-20 20:29:45.744 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:31:58.670 [INFO]  -  主程序启动完成...
2022-09-20 20:32:01.710 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:32:30.689 [INFO]  -  主程序启动完成...
2022-09-20 20:32:36.005 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:42:53.410 [INFO]  -  主程序启动完成...
2022-09-20 20:42:56.174 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:43:02.091 [INFO]  -  项目方案所有流程开始循环执行...
2022-09-20 20:43:05.013 [INFO]  -  项目方案所有流程停止执行...
2022-09-20 20:44:28.775 [INFO]  -  主程序启动完成...
2022-09-20 20:44:32.204 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:44:34.391 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:53:28.788 [INFO]  -  主程序启动完成...
2022-09-20 20:54:24.340 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 20:54:56.515 [INFO]  -  用户名: user0登录成功！
2022-09-20 21:02:25.145 [INFO]  -  主程序启动完成...
2022-09-20 21:02:32.362 [INFO]  -  用户名: user0登录成功！
2022-09-20 21:03:14.001 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:03:23.646 [INFO]  -  EthernetTcp_1保存参数完成！
2022-09-20 21:03:25.213 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 21:03:28.952 [INFO]  -  新建流程-M删除完成...
2022-09-20 21:03:30.616 [INFO]  -  新建流程-x创建完成...
2022-09-20 21:04:46.430 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:04:51.659 [INFO]  -  EthernetTcp_2保存参数完成！
2022-09-20 21:04:53.538 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 21:09:46.796 [INFO]  -  主程序启动完成...
2022-09-20 21:10:15.524 [INFO]  -  用户名: user0登录成功！
2022-09-20 21:10:30.328 [INFO]  -  新建流程-M删除完成...
2022-09-20 21:10:35.305 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:10:42.669 [INFO]  -  EthernetTcp_1保存参数完成！
2022-09-20 21:10:44.046 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 21:10:49.993 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:10:52.826 [INFO]  -  EthernetTcp_2保存参数完成！
2022-09-20 21:10:54.610 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 21:10:57.101 [INFO]  -  新建流程-G创建完成...
2022-09-20 21:19:02.018 [INFO]  -  主程序启动完成...
2022-09-20 21:19:08.742 [INFO]  -  用户名: user0登录成功！
2022-09-20 21:19:11.328 [INFO]  -  新建流程-M删除完成...
2022-09-20 21:19:17.135 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:19:24.181 [INFO]  -  EthernetTcp_1保存参数完成！
2022-09-20 21:19:25.570 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 21:19:30.297 [INFO]  -  新建流程-o创建完成...
2022-09-20 21:19:45.248 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:19:49.680 [INFO]  -  EthernetTcp_2保存参数完成！
2022-09-20 21:19:51.152 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 21:21:16.649 [INFO]  -  主程序启动完成...
2022-09-20 21:21:22.876 [INFO]  -  用户名: user0登录成功！
2022-09-20 21:21:25.003 [INFO]  -  新建流程-M删除完成...
2022-09-20 21:21:35.330 [INFO]  -  新建流程-m创建完成...
2022-09-20 21:21:39.728 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:21:45.911 [INFO]  -  EthernetTcp_1保存参数完成！
2022-09-20 21:21:47.452 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 21:21:49.059 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 21:21:53.976 [INFO]  -  EthernetTcp_2保存参数完成！
2022-09-20 21:21:55.327 [INFO]  -  EthernetTcp_2服务器打开成功！
QObject::connect: Cannot connect (null)::readyRead() to frmSocketTcpServer::slot_ReadClient()
2022-09-20 21:23:21.660 [INFO]  -  EthernetTcp_2已断开连接！
2022-09-20 21:23:24.182 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:11:53.903 [INFO]  -  主程序启动完成...
2022-09-20 22:12:01.336 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:12:04.335 [INFO]  -  新建流程-M删除完成...
2022-09-20 22:12:36.357 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 22:12:45.055 [INFO]  -  EthernetTcp_1保存参数完成！
2022-09-20 22:12:46.388 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:12:48.845 [INFO]  -  新建流程-I创建完成...
2022-09-20 22:12:51.603 [WARN]  -  该仪器通讯参数未保存！
2022-09-20 22:12:55.309 [INFO]  -  EthernetTcp_2保存参数完成！
2022-09-20 22:12:56.598 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:13:38.818 [INFO]  -  项目方案单个流程执行一次...
2022-09-20 22:18:39.394 [INFO]  -  主程序关闭...
2022-09-20 22:44:45.108 [INFO]  -  主程序启动完成...
2022-09-20 22:44:45.641 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:44:45.642 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:47:25.327 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:47:28.226 [INFO]  -  新建流程-I删除完成...
2022-09-20 22:47:28.680 [INFO]  -  新建流程-D创建完成...
2022-09-20 22:47:37.080 [INFO]  -  主程序关闭...
2022-09-20 22:47:51.671 [INFO]  -  主程序启动完成...
2022-09-20 22:47:52.414 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:47:52.414 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:48:36.590 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:50:30.005 [INFO]  -  主程序关闭...
2022-09-20 22:50:39.762 [INFO]  -  主程序启动完成...
2022-09-20 22:50:40.500 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:50:40.500 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:50:47.930 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:51:55.105 [INFO]  -  项目方案单个流程执行一次...
2022-09-20 22:51:58.072 [INFO]  -  主程序关闭...
2022-09-20 22:52:13.407 [INFO]  -  主程序启动完成...
2022-09-20 22:52:14.122 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:52:14.122 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:52:23.614 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 22:52:30.009 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:53:55.111 [INFO]  -  项目方案所有流程执行一次...
2022-09-20 22:53:58.181 [INFO]  -  主程序关闭...
2022-09-20 22:54:07.762 [INFO]  -  主程序启动完成...
2022-09-20 22:54:08.543 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:54:08.543 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:54:29.123 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:54:48.246 [INFO]  -  主程序关闭...
2022-09-20 22:56:20.680 [INFO]  -  主程序启动完成...
QPixmap::scaled: Pixmap is a null pixmap
2022-09-20 22:56:21.636 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:56:21.636 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:56:33.863 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:57:06.270 [INFO]  -  主程序关闭...
2022-09-20 22:57:16.672 [INFO]  -  主程序启动完成...
QPixmap::scaled: Pixmap is a null pixmap
2022-09-20 22:57:17.617 [INFO]  -  EthernetTcp_1服务器打开成功！
2022-09-20 22:57:17.618 [INFO]  -  EthernetTcp_2服务器打开成功！
2022-09-20 22:57:26.649 [INFO]  -  用户名: user0登录成功！
2022-09-20 22:57:55.223 [INFO]  -  主程序关闭...
2022-09-20 23:08:14.695 [INFO]  -  主程序启动完成...
2022-09-20 23:08:25.381 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:08:29.880 [INFO]  -  新建项目完成！
2022-09-20 23:08:31.825 [INFO]  -  新建流程-m创建完成...
2022-09-20 23:08:38.529 [INFO]  -  主程序关闭...
2022-09-20 23:08:45.208 [INFO]  -  主程序启动完成...
2022-09-20 23:08:52.063 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:09:14.393 [INFO]  -  主程序关闭...
2022-09-20 23:09:21.305 [INFO]  -  主程序启动完成...
2022-09-20 23:09:28.353 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:11:46.937 [INFO]  -  主程序关闭...
2022-09-20 23:11:59.833 [INFO]  -  主程序启动完成...
2022-09-20 23:12:05.349 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:12:07.792 [WARN]  -  新建流程时，请先新建项目！
2022-09-20 23:12:09.990 [INFO]  -  新建项目完成！
2022-09-20 23:12:11.984 [INFO]  -  新建流程-K创建完成...
2022-09-20 23:12:24.122 [INFO]  -  主程序关闭...
2022-09-20 23:12:32.169 [INFO]  -  主程序启动完成...
2022-09-20 23:12:39.584 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:13:09.207 [INFO]  -  主程序关闭...
2022-09-20 23:13:16.631 [INFO]  -  主程序启动完成...
2022-09-20 23:13:29.623 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:15:27.176 [INFO]  -  主程序关闭...
2022-09-20 23:15:40.057 [INFO]  -  主程序启动完成...
2022-09-20 23:15:49.017 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:15:51.242 [INFO]  -  新建项目完成！
2022-09-20 23:15:53.150 [INFO]  -  新建流程-D创建完成...
2022-09-20 23:16:15.947 [INFO]  -  主程序关闭...
2022-09-20 23:16:27.673 [INFO]  -  主程序启动完成...
QPixmap::scaled: Pixmap is a null pixmap
2022-09-20 23:16:34.115 [INFO]  -  用户名: user0登录成功！
2022-09-20 23:21:41.151 [INFO]  -  主程序关闭...
